Loss_Di,Loss_Dv,Loss_Gi,Loss_Gv,Di_real_mean,Di_fake_mean,Dv_real_mean,Dv_fake_mean
0.4705,0.3835,3.2528,5.0871,0.9279,0.0682,0.9623,0.0153
0.3950,0.3568,4.0887,7.1176,0.9585,0.0344,0.9195,0.0009
0.6220,0.3342,4.1011,8.7329,0.9844,0.1099,0.9307,0.0002
0.3834,0.4106,5.8325,6.4027,0.8741,0.0044,0.7857,0.0005
0.9046,0.3842,3.6306,4.7398,0.5239,0.0036,0.9650,0.0075
0.4733,0.3455,2.5968,7.0302,0.9140,0.0602,0.8324,0.0004
0.5907,0.3329,3.7830,5.5661,0.9627,0.1858,0.9105,0.0028
0.3983,0.3376,4.9740,5.7848,0.8566,0.0127,0.9310,0.0027
0.4586,0.3612,4.5225,8.4302,0.7997,0.0283,0.9560,0.0002
0.3929,0.3370,4.9178,6.9236,0.8610,0.0054,0.8827,0.0008
0.6843,0.3407,3.3669,7.9987,0.6290,0.0055,0.8831,0.0002
0.4182,0.3589,2.3950,6.7080,0.8704,0.0807,0.9548,0.0010
1.0535,0.3393,2.5449,6.1324,0.5281,0.2424,0.8773,0.0016
0.5601,0.3346,5.9346,5.1369,0.9959,0.0044,0.8706,0.0038
0.4645,0.4177,4.1272,4.2217,0.9277,0.0402,0.7422,0.0059
0.4136,0.3683,5.5293,6.2678,0.9775,0.0061,0.9540,0.0013
0.4504,0.3449,4.0324,5.6876,0.7717,0.0129,0.9124,0.0022
0.4479,0.3426,4.0368,11.0471,0.8540,0.0097,0.9265,0.0000
0.5707,0.3568,3.7784,5.2559,0.9819,0.1106,0.9492,0.0061
0.4258,0.3329,4.9517,7.4151,0.7381,0.0034,0.8844,0.0004
0.5332,0.3396,2.3107,7.4276,0.6572,0.0364,0.9302,0.0004
0.5606,0.3279,3.9325,6.4256,0.9692,0.1580,0.9077,0.0014
0.3568,0.3282,5.9703,9.5749,0.8893,0.0061,0.9120,0.0000
0.3791,0.3458,5.9979,8.5354,0.9241,0.0042,0.8447,0.0001
0.4193,0.5757,4.7746,3.9957,0.9758,0.0125,0.6338,0.0012
0.3865,0.3743,4.1123,4.3669,0.7892,0.0101,0.9633,0.0044
0.4027,0.4239,5.4601,6.1559,0.9713,0.0050,0.9819,0.0011
0.3695,0.3568,6.5887,4.7324,0.9412,0.0011,0.9189,0.0082
0.3546,0.3829,5.3671,4.4371,0.9447,0.0056,0.9509,0.0299
0.3687,0.3575,3.8924,5.0067,0.9228,0.0291,0.9295,0.0127
0.5472,0.4222,2.7603,6.1907,0.6860,0.0414,0.7531,0.0010
2.9649,0.3629,0.4385,3.8030,0.0801,0.0463,0.8859,0.0272
2.2683,0.3290,7.0004,7.7209,0.9833,0.7935,0.8976,0.0003
0.3882,0.3413,8.7776,6.6738,0.8558,0.0041,0.8930,0.0007
0.3826,0.3802,9.4880,5.0084,0.9577,0.0007,0.9472,0.0131
0.4563,0.4378,6.9460,6.3984,0.7724,0.0017,0.9423,0.0016
0.3614,0.4316,6.6811,7.4461,0.8590,0.0086,0.7216,0.0001
0.3692,0.3612,5.3011,6.0706,0.9366,0.0143,0.9528,0.0016
0.3978,0.3672,5.3130,6.2614,0.7720,0.0077,0.8854,0.0018
0.5730,0.3502,4.7321,4.4851,0.8124,0.0152,0.8947,0.0112
0.3862,0.3653,4.0033,3.9318,0.8503,0.0167,0.8870,0.0357
0.3925,0.3432,3.3764,7.2568,0.8612,0.0341,0.9432,0.0007
0.5906,0.3316,5.3051,6.4027,0.9378,0.1584,0.9112,0.0012
0.4826,0.3373,6.7080,5.4991,0.9842,0.0027,0.9136,0.0046
0.4027,0.3379,5.7452,8.9026,0.7643,0.0022,0.8482,0.0001
0.4632,0.3268,3.5423,7.3407,0.7324,0.0087,0.8971,0.0003
0.5225,0.3370,4.2400,8.0819,0.9392,0.1532,0.9315,0.0002
0.3657,0.3375,5.0713,6.0034,0.9052,0.0209,0.9025,0.0014
0.4413,0.3319,3.4625,7.0187,0.7792,0.0370,0.9077,0.0005
0.3795,0.3371,4.2231,10.8529,0.8695,0.0173,0.8481,0.0000
0.5282,0.3498,3.7527,6.5156,0.9484,0.1427,0.9390,0.0011
0.4621,0.3467,5.4258,7.5533,0.7561,0.0054,0.9115,0.0005
0.3457,0.3574,5.2316,6.8053,0.9394,0.0047,0.8634,0.0006
0.3922,0.3322,4.8161,5.2002,0.8565,0.0049,0.8863,0.0039
0.3389,0.3487,5.3562,7.9759,0.9134,0.0035,0.8768,0.0002
0.7810,0.3566,3.2596,9.4576,0.5016,0.0067,0.8439,0.0000
0.5362,0.3687,2.9563,6.9359,0.9101,0.1703,0.9604,0.0006
0.3958,0.3808,4.1142,8.2232,0.8774,0.0427,0.9672,0.0002
0.6173,0.3909,4.6075,4.9283,0.9862,0.1431,0.7698,0.0015
0.3676,0.3654,5.1830,6.6132,0.8561,0.0086,0.9636,0.0007
0.3551,0.3383,5.9349,4.8197,0.9434,0.0029,0.9070,0.0065
0.7236,0.3511,4.7094,4.5988,0.5125,0.0017,0.9262,0.0179
0.4215,0.3390,3.0059,7.7871,0.7687,0.0135,0.9173,0.0003
0.5558,0.3428,2.8631,4.6446,0.9381,0.0896,0.9020,0.0088
0.5016,0.3550,3.6527,5.0216,0.9611,0.0853,0.8334,0.0051
0.3851,0.3383,4.4815,8.5129,0.8929,0.0386,0.9261,0.0002
0.3727,0.3351,4.9713,8.3261,0.8109,0.0061,0.8716,0.0001
0.4420,0.3443,3.2726,6.4538,0.8441,0.0298,0.8804,0.0010
0.4609,0.3363,3.3621,4.7738,0.9177,0.0565,0.8666,0.0055
0.5334,0.5294,4.0037,5.3045,0.6916,0.0265,0.8486,0.1516
0.4339,0.3369,3.6843,8.8953,0.9376,0.0294,0.8866,0.0002
0.7026,0.3805,4.6285,7.9409,0.9343,0.2756,0.8024,0.0012
0.3536,0.3413,6.8334,10.1551,0.8386,0.0032,0.9011,0.0000
0.7969,0.3352,1.8771,7.7265,0.5372,0.0420,0.8567,0.0002
0.5168,0.3528,3.6586,9.1414,0.9791,0.0323,0.9489,0.0001
1.0668,0.3261,4.2515,9.9080,0.8252,0.3974,0.8941,0.0000
0.6519,0.3418,5.2503,9.0120,0.5952,0.0045,0.9244,0.0001
0.4127,0.3555,6.1501,9.4239,0.9679,0.0018,0.9495,0.0000
0.3665,0.3467,6.1687,7.0310,0.9472,0.0020,0.8824,0.0005
0.3929,0.3289,3.7901,11.3163,0.8865,0.0226,0.9218,0.0000
0.3735,0.3334,4.4284,11.7845,0.9415,0.0160,0.8977,0.0000
0.4035,0.3406,4.9710,8.3694,0.9645,0.0115,0.8435,0.0001
0.4707,0.3530,4.6861,6.1664,0.7596,0.0446,0.8642,0.0010
0.4364,0.3664,3.3098,8.7280,0.7751,0.0151,0.9597,0.0002
0.4156,0.3282,3.4990,7.6671,0.9384,0.0623,0.8854,0.0002
0.4498,0.3352,4.4727,10.0332,0.9693,0.0650,0.8998,0.0000
1.0270,0.3336,1.1462,10.4328,0.3959,0.0568,0.9054,0.0000
0.7973,0.3254,3.7439,8.0350,0.9478,0.3347,0.8998,0.0001
0.4667,0.3416,4.1268,7.4687,0.9404,0.1183,0.9005,0.0004
0.4881,0.3302,6.3721,10.6449,0.7690,0.0029,0.9236,0.0000
0.5980,0.3409,3.8462,7.2959,0.6316,0.0198,0.9218,0.0004
0.9072,0.3683,4.2687,6.3507,0.9906,0.2587,0.8385,0.0008
0.4004,0.3571,6.1561,10.2948,0.9148,0.0427,0.8297,0.0000
0.5781,0.3485,3.0783,8.6410,0.7711,0.0433,0.9514,0.0001
0.3921,0.3283,5.8097,11.9463,0.7998,0.0036,0.9176,0.0000
0.4652,0.3312,4.4972,12.2724,0.7033,0.0164,0.8797,0.0000
0.4334,0.3311,4.0827,7.4576,0.9254,0.0354,0.9041,0.0004
0.4102,0.3325,5.0318,8.3999,0.9503,0.0222,0.8952,0.0001
0.4854,0.3584,3.9783,8.2707,0.8170,0.0680,0.8605,0.0001
0.8957,0.3409,4.2145,11.1044,0.8509,0.2679,0.9278,0.0000
0.4520,0.3340,4.3917,10.1100,0.7936,0.0208,0.9335,0.0000
0.5207,0.3390,5.0320,10.0736,0.7526,0.0895,0.8697,0.0000
0.6923,0.3252,3.1064,11.2573,0.6331,0.1198,0.8956,0.0000
0.4426,0.3311,4.2682,9.7794,0.9296,0.0910,0.8869,0.0000
0.3706,0.3509,6.9771,9.3164,0.9208,0.0027,0.8585,0.0001
1.0285,0.3485,3.9838,9.5464,0.4318,0.0026,0.9498,0.0000
0.4735,0.3563,3.4300,6.1183,0.9750,0.0594,0.8338,0.0014
0.4513,0.3361,3.9696,9.4875,0.9680,0.0454,0.9195,0.0000
0.9432,0.4247,3.8867,8.7886,0.7395,0.2665,0.9741,0.0001
0.5585,0.3616,6.0302,11.5544,0.9141,0.1682,0.9525,0.0000
0.7265,0.3424,3.5868,8.9061,0.4888,0.0057,0.8516,0.0001
0.3574,0.3534,3.4697,8.6921,0.9073,0.0276,0.9212,0.0001
0.4228,0.3322,3.5922,10.0616,0.9315,0.0389,0.9282,0.0000
0.6051,0.3401,3.7790,9.0030,0.9314,0.1928,0.9049,0.0001
0.7536,0.3608,4.2276,8.9093,0.7674,0.2608,0.8329,0.0001
1.1570,0.3294,5.6190,10.8508,0.4759,0.0013,0.9220,0.0000
0.7478,0.3380,3.2112,9.0350,0.5867,0.0077,0.8682,0.0000
0.8060,0.3456,2.3672,8.3244,0.9836,0.2839,0.8961,0.0001
0.9005,0.3436,3.9077,9.8116,0.9421,0.3106,0.9358,0.0000
0.5659,0.3398,6.3668,10.4155,0.8012,0.0036,0.9031,0.0000
0.6472,0.3448,6.7306,8.9653,0.6670,0.0003,0.8464,0.0001
0.6443,0.3289,2.9047,8.6614,0.7498,0.0205,0.8804,0.0001
0.5143,0.3380,3.6074,7.8281,0.9339,0.0250,0.9175,0.0002
1.4716,0.3469,5.5195,8.5650,0.9835,0.6028,0.9205,0.0001
0.4421,0.3497,6.7748,10.8882,0.8753,0.0035,0.9395,0.0000
0.8779,0.3387,7.2805,9.0618,0.4797,0.0003,0.8547,0.0000
1.1534,0.3305,3.3466,11.0126,0.4224,0.0044,0.8715,0.0000
0.6105,0.3256,3.4791,10.8167,0.9937,0.0454,0.9042,0.0000
2.4950,0.3312,3.5807,11.3826,0.9856,0.5514,0.9116,0.0000
0.5503,0.3455,5.3289,9.2597,0.8440,0.1221,0.9114,0.0000
0.4081,0.3323,4.9283,8.5376,0.8084,0.0090,0.9313,0.0001
0.3874,0.3372,4.6643,8.8917,0.8269,0.0082,0.9067,0.0001
0.3729,0.3660,3.8151,8.8553,0.8847,0.0170,0.8037,0.0000
0.5661,0.3297,2.1899,8.6046,0.6646,0.0716,0.9235,0.0001
0.5038,0.3276,2.6529,9.2245,0.7382,0.0351,0.9157,0.0001
1.7410,0.3358,3.6099,9.4534,0.8257,0.6562,0.9247,0.0000
0.4806,0.3481,4.4233,9.3736,0.6946,0.0120,0.8496,0.0001
0.4931,0.3298,3.5633,7.4559,0.8153,0.0310,0.9093,0.0003
0.6027,0.3257,3.0141,8.5555,0.7531,0.0381,0.9013,0.0001
0.4089,0.3544,4.0383,8.7745,0.9703,0.0197,0.9378,0.0001
0.3637,0.3297,4.3262,8.6381,0.8854,0.0222,0.8999,0.0001
0.4687,0.3290,2.7469,8.7676,0.7954,0.0905,0.8995,0.0001
0.4787,0.3298,2.9846,6.9279,0.9116,0.1359,0.8760,0.0005
0.5443,0.3320,3.1600,8.7542,0.8231,0.1696,0.8868,0.0001
0.7133,0.3348,2.9611,8.2689,0.5391,0.0600,0.9303,0.0001
0.3971,0.3340,4.3143,7.6288,0.8847,0.0112,0.8604,0.0002
0.9555,0.3325,4.0089,9.4224,0.9240,0.4045,0.9081,0.0000
0.7411,0.3333,4.5461,8.4293,0.7297,0.1985,0.9087,0.0001
0.6872,0.3391,6.4321,8.5364,0.5632,0.0008,0.8573,0.0001
0.8765,0.3333,3.4506,8.3460,0.4393,0.0051,0.8959,0.0001
0.5428,0.3904,3.4067,8.1085,0.9797,0.0816,0.9743,0.0001
0.4823,0.3303,2.7685,9.7173,0.9582,0.1156,0.8787,0.0000
0.5137,0.3791,3.4560,7.8640,0.9401,0.1239,0.9629,0.0002
0.4667,0.3675,4.1443,8.0687,0.7789,0.0583,0.8231,0.0001
0.8212,0.3262,2.2961,9.7071,0.6172,0.1747,0.9037,0.0000
0.5848,0.3396,4.7782,7.0536,0.9935,0.0537,0.9237,0.0004
0.4554,0.3576,6.3335,8.2532,0.9453,0.0069,0.8451,0.0001
0.5289,0.3519,3.5011,8.0894,0.7541,0.0407,0.9473,0.0001
0.5089,0.3279,2.8381,7.3209,0.9266,0.1323,0.9122,0.0004
0.4521,0.3319,4.2032,7.4025,0.8911,0.0878,0.8756,0.0003
0.4808,0.3460,4.4669,8.9715,0.7550,0.0059,0.8395,0.0000
0.6007,0.3359,2.7213,8.8028,0.8076,0.0770,0.9371,0.0002
0.3980,0.3574,4.3466,6.8932,0.8932,0.0154,0.9582,0.0010
0.3805,0.3302,4.1923,6.4479,0.9564,0.0192,0.8841,0.0011
0.6267,0.3418,3.4124,9.1487,0.7384,0.1165,0.9306,0.0000
0.4490,0.3515,3.5413,5.6643,0.9227,0.0735,0.9351,0.0029
0.5250,0.3753,3.6313,7.8972,0.9760,0.0769,0.8170,0.0002
0.5836,0.4308,2.7819,7.2384,0.7188,0.0800,0.7341,0.0002
0.4747,0.3748,2.9004,6.2193,0.7820,0.0761,0.9678,0.0010
0.5467,0.3406,2.8558,8.2031,0.7606,0.0352,0.9282,0.0001
0.4799,0.3721,2.9376,8.4001,0.7444,0.0687,0.9487,0.0001
1.0095,0.3531,4.8000,10.0589,0.8736,0.4489,0.9401,0.0000
0.4064,0.3638,5.6827,9.6158,0.8297,0.0083,0.9607,0.0000
0.6469,0.3310,5.3984,8.4987,0.6222,0.0037,0.8799,0.0001
0.4105,0.3281,5.1632,7.2620,0.8138,0.0027,0.9007,0.0004
0.4258,0.3421,3.3074,7.7581,0.7971,0.0367,0.8414,0.0002
0.5854,0.3292,3.2516,7.8032,0.9441,0.1949,0.9173,0.0002
0.4352,0.3396,4.4758,7.8015,0.8858,0.0473,0.9403,0.0002
0.5002,0.3422,4.3328,8.5534,0.7501,0.0094,0.9231,0.0001
0.4959,0.3279,2.8121,8.1860,0.7819,0.0387,0.8830,0.0001
0.6446,0.3733,3.3500,8.4133,0.8851,0.2085,0.8144,0.0001
0.7890,0.3263,5.8518,8.2817,0.5969,0.0010,0.8889,0.0001
0.4896,0.3348,2.6547,7.8934,0.7351,0.0363,0.8590,0.0001
0.8698,0.3433,3.0041,9.3816,0.8302,0.3166,0.9264,0.0000
0.5612,0.3378,4.4170,8.5550,0.9074,0.1692,0.9342,0.0001
0.6115,0.3311,4.2543,9.4287,0.8710,0.0948,0.9052,0.0000
1.1197,0.3365,3.0541,7.8417,0.5307,0.0189,0.9292,0.0002
0.9371,0.3382,3.7256,8.7817,0.9530,0.3520,0.9150,0.0001
0.4448,0.3316,5.3946,8.4354,0.7265,0.0072,0.8677,0.0001
0.3907,0.3315,4.6910,8.0404,0.8320,0.0201,0.9003,0.0002
0.4262,0.3296,4.7339,7.4693,0.9721,0.0363,0.9230,0.0004
0.6061,0.3385,4.5112,5.2379,0.7914,0.0181,0.9152,0.0046
0.6650,0.3380,4.0043,6.2943,0.9295,0.2688,0.8700,0.0014
0.7727,0.3417,4.0954,8.9412,0.4614,0.0069,0.8506,0.0001
0.4041,0.3476,3.7460,8.6005,0.8898,0.0177,0.9437,0.0001
0.5985,0.3439,3.5090,6.8993,0.9949,0.0374,0.8865,0.0005
0.5406,0.3322,3.1396,7.8677,0.9511,0.1521,0.9291,0.0002
0.8932,0.4260,4.9095,5.3608,0.9302,0.3431,0.7677,0.0023
1.5740,0.3889,4.7993,4.7264,0.3005,0.0007,0.9695,0.0108
0.4392,0.3398,3.2384,7.4855,0.9756,0.0216,0.9424,0.0003
0.4438,0.3505,3.1565,7.5748,0.9503,0.0693,0.9482,0.0003
1.2650,0.3294,7.5684,6.5385,0.9688,0.4833,0.8888,0.0007
2.0349,0.3689,4.2393,8.9190,0.1817,0.0007,0.8151,0.0001
0.6229,0.3278,3.4110,7.7067,0.7283,0.0025,0.9139,0.0002
2.5023,0.3660,5.1861,7.1298,0.9864,0.7289,0.9400,0.0006
1.4405,0.3357,4.1243,5.8571,0.3611,0.0301,0.9297,0.0023
0.4683,0.3319,4.5517,8.4067,0.7868,0.0068,0.8658,0.0001
0.6107,0.3394,3.2103,9.5230,0.9808,0.1153,0.8775,0.0000
0.4073,0.3491,5.4776,7.7242,0.9720,0.0080,0.8334,0.0002
0.5399,0.3506,4.9709,8.3341,0.8579,0.0683,0.9508,0.0001
0.4056,0.3420,5.3618,6.7362,0.9563,0.0049,0.9389,0.0008
0.7180,0.3288,4.5298,8.0549,0.7773,0.0091,0.9198,0.0002
0.5808,0.3456,2.6659,7.6434,0.7450,0.0691,0.9423,0.0003
0.9866,0.3269,4.0204,7.4895,0.9937,0.3289,0.9001,0.0004
0.4844,0.3384,4.6177,8.1102,0.8733,0.0985,0.8452,0.0002
1.1492,0.3568,2.6734,7.7473,0.4939,0.1075,0.8140,0.0002
0.5417,0.3295,2.7245,7.7454,0.7272,0.0776,0.9201,0.0003
0.6206,0.3274,4.3811,8.2589,0.9435,0.1909,0.9154,0.0002
0.4442,0.3381,4.2399,8.6797,0.9531,0.0666,0.9408,0.0001
1.0037,0.3293,2.4445,9.7319,0.4176,0.0184,0.9184,0.0000
0.5880,0.3305,2.8847,6.0265,0.9482,0.1411,0.8958,0.0014
0.8708,0.3592,4.9326,8.4158,0.9739,0.3575,0.8045,0.0001
0.8597,0.3485,3.9427,5.7047,0.5344,0.0137,0.9235,0.0026
0.3829,0.3443,3.5572,5.7106,0.8726,0.0479,0.9342,0.0024
0.8181,0.3399,2.2172,5.1152,0.5218,0.0569,0.9054,0.0055
0.7873,0.3363,2.0634,6.4360,0.7077,0.1319,0.9234,0.0013
1.2177,0.3266,3.4664,7.4355,0.9884,0.4562,0.9061,0.0004
0.4112,0.3402,5.1210,5.9603,0.9120,0.0378,0.8883,0.0017
0.3992,0.3341,4.9137,8.1837,0.7761,0.0130,0.8609,0.0001
0.3895,0.3439,4.1697,8.9977,0.8055,0.0118,0.9317,0.0001
0.3653,0.3338,5.6049,5.4094,0.9600,0.0037,0.9148,0.0055
0.6927,0.3309,2.5021,6.7640,0.6690,0.0300,0.8685,0.0006
0.3925,0.3304,3.3412,5.7608,0.8361,0.0158,0.8997,0.0019
0.5899,0.3302,3.0572,8.9118,0.8532,0.1753,0.8689,0.0001
0.9472,0.3319,5.4566,10.0876,0.9553,0.3871,0.9224,0.0000
0.4274,0.3272,5.1814,9.0797,0.9261,0.0555,0.9129,0.0000
2.0940,0.3316,3.9713,8.8769,0.2290,0.0015,0.9096,0.0001
0.6333,0.3539,2.2025,7.3939,0.6105,0.0368,0.8611,0.0003
0.5993,0.3329,2.5562,10.3920,0.9052,0.1955,0.9242,0.0000
0.4962,0.3258,4.3116,8.4744,0.8666,0.1025,0.8935,0.0001
0.4618,0.3416,4.2910,9.6261,0.9504,0.0802,0.9175,0.0000
0.6482,0.3289,2.9315,8.9981,0.6779,0.0722,0.9123,0.0001
0.9362,0.3284,4.4127,8.1563,0.9540,0.3826,0.8883,0.0002
0.9189,0.3254,4.1429,9.6338,0.4395,0.0058,0.8967,0.0001
0.3335,0.3293,6.2414,8.3342,0.8906,0.0008,0.9045,0.0001
0.6304,0.4116,2.3385,8.9575,0.7199,0.1134,0.7775,0.0000
0.9474,0.3357,2.6193,8.0011,0.7029,0.1815,0.9292,0.0003
0.5357,0.3465,3.0621,7.4730,0.7200,0.0807,0.9286,0.0003
0.8056,0.3885,3.5828,4.4071,0.8968,0.3301,0.8871,0.0187
0.4670,0.3454,6.7709,6.3914,0.7036,0.0019,0.9481,0.0012
0.6241,0.3273,4.0983,9.3347,0.8647,0.2079,0.9028,0.0000
0.5989,0.3415,5.6988,4.6278,0.5700,0.0029,0.9294,0.0099
0.4346,0.3665,3.4395,5.4288,0.9600,0.0506,0.8626,0.0030
0.4358,0.3336,6.7028,6.3481,0.9398,0.0111,0.8697,0.0010
0.6648,0.3340,3.1658,8.9714,0.9307,0.2680,0.8938,0.0000
0.4784,0.3294,5.1457,8.6099,0.8496,0.0125,0.8773,0.0001
0.4123,0.3310,4.6614,9.2061,0.7712,0.0070,0.8736,0.0000
0.9804,0.3469,2.0272,8.3579,0.5502,0.0278,0.9482,0.0001
0.4529,0.3306,3.4698,9.7253,0.9806,0.0273,0.9216,0.0000
0.6998,0.3347,4.0241,9.5498,0.7895,0.2072,0.9364,0.0000
1.1952,0.3454,5.1369,9.4598,0.6299,0.3549,0.8301,0.0000
0.4705,0.3273,5.3162,9.9329,0.8266,0.0266,0.8917,0.0000
1.0831,0.3282,2.2511,8.6191,0.3494,0.0147,0.9063,0.0001
0.4574,0.3432,3.5512,5.8040,0.9860,0.0135,0.9238,0.0020
1.0653,0.3306,4.6356,7.1975,0.9925,0.3207,0.8712,0.0004
0.5423,0.3386,5.0757,5.8394,0.7166,0.0438,0.9392,0.0020
0.5423,0.3370,2.9399,6.8219,0.7961,0.1008,0.9159,0.0006
0.4087,0.3668,3.9946,10.1644,0.9430,0.0253,0.8320,0.0000
0.5383,0.3323,4.2861,8.5079,0.9883,0.0707,0.8827,0.0001
1.5973,0.3433,1.9381,10.7832,0.1996,0.0093,0.9405,0.0000
0.4983,0.3350,2.6216,9.4686,0.9399,0.1364,0.8852,0.0000
1.4198,0.3359,5.6816,9.0829,0.9907,0.5829,0.9270,0.0001
0.3397,0.3309,7.0324,8.5931,0.9065,0.0087,0.9099,0.0001
0.9481,0.3303,4.3461,10.5717,0.5187,0.0126,0.9045,0.0000
0.6221,0.3364,2.3766,9.1098,0.6629,0.1172,0.8647,0.0000
0.3677,0.3265,5.9865,7.3994,0.8761,0.0015,0.9037,0.0003
0.5115,0.3300,4.2009,8.7223,0.9670,0.0121,0.9092,0.0001
0.6567,0.3314,3.2625,10.4002,0.9403,0.1497,0.9162,0.0000
0.4749,0.3504,3.8809,10.0690,0.8286,0.0152,0.8419,0.0000
0.3942,0.3330,3.9299,9.8808,0.8580,0.0151,0.9073,0.0000
0.6293,0.3392,2.6279,4.5842,0.8554,0.2165,0.9140,0.0094
0.4253,0.3420,4.4810,7.6207,0.9797,0.0170,0.9436,0.0003
2.5667,0.3298,1.4125,9.5161,0.1029,0.0093,0.8947,0.0000
0.9169,0.3301,2.3688,8.8554,0.9560,0.3636,0.8826,0.0001
1.4695,0.3299,4.1644,6.5656,0.9840,0.5701,0.8734,0.0007
0.4741,0.3318,5.5702,9.9287,0.8053,0.0247,0.9263,0.0000
1.2066,0.3277,4.3812,8.2477,0.3915,0.0025,0.9184,0.0001
0.5057,0.3599,2.6251,5.7366,0.9305,0.1410,0.8153,0.0015
0.4518,0.3301,3.0518,6.4770,0.8918,0.0986,0.9197,0.0008
0.8638,0.3328,4.8420,8.1930,0.6005,0.0046,0.9156,0.0001
0.5201,0.3500,2.9237,5.1604,0.9766,0.0900,0.9400,0.0045
0.8179,0.3368,1.7047,9.0290,0.5294,0.1267,0.8502,0.0001
0.5922,0.3279,3.1012,6.6380,0.9447,0.1904,0.8914,0.0007
0.4479,0.3359,4.4309,8.1882,0.9775,0.0312,0.9192,0.0001
0.5124,0.3353,3.2956,4.6008,0.8081,0.0566,0.8900,0.0076
0.3752,0.3313,3.7428,6.1367,0.9137,0.0284,0.8991,0.0014
2.0485,0.3296,2.7426,5.3554,0.4869,0.4381,0.9092,0.0033
1.2461,0.3382,3.6506,6.1171,0.3571,0.0191,0.9008,0.0016
0.6171,0.3311,2.4245,4.9166,0.9673,0.1637,0.8976,0.0058
0.8714,0.3280,3.5061,7.4487,0.8364,0.2786,0.8820,0.0003
0.5198,0.3376,4.0325,7.6465,0.8520,0.1468,0.9326,0.0002
0.4533,0.3454,5.3434,6.2253,0.7923,0.0064,0.8689,0.0011
0.5035,0.3264,5.2533,8.4910,0.7438,0.0027,0.9031,0.0001
0.9395,0.3294,2.4134,6.6460,0.7568,0.3246,0.9231,0.0008
0.3542,0.3444,5.5922,8.1390,0.8895,0.0152,0.8377,0.0001
0.4180,0.3290,4.6095,9.6725,0.9212,0.0098,0.9190,0.0000
1.1093,0.3268,2.4000,7.3346,0.3359,0.0221,0.8907,0.0003
0.5082,0.3441,2.3311,6.8880,0.9656,0.1178,0.9453,0.0005
0.6288,0.3326,3.4652,6.6926,0.8813,0.2453,0.9107,0.0008
0.4235,0.3317,4.4139,9.2541,0.9045,0.0601,0.9278,0.0000
0.3721,0.3445,4.7847,8.1655,0.9358,0.0147,0.8515,0.0001
0.7782,0.3266,3.9765,6.9004,0.5869,0.0055,0.8910,0.0006
0.5235,0.3280,2.5302,9.7879,0.8872,0.1502,0.9180,0.0000
0.4568,0.3487,5.9388,9.6314,0.7110,0.0012,0.9493,0.0000
0.8820,0.3474,3.6820,9.3197,0.9793,0.3288,0.8439,0.0000
0.3553,0.3257,5.4310,10.0394,0.9335,0.0137,0.9049,0.0000
1.0749,0.3269,2.8971,9.3789,0.3414,0.0163,0.9039,0.0000
0.8730,0.3289,2.8657,7.4097,0.9438,0.3671,0.8782,0.0003
0.4047,0.3376,6.1113,9.7717,0.9223,0.0029,0.9236,0.0000
0.6216,0.3465,6.2249,5.8786,0.6187,0.0033,0.8498,0.0025
0.6121,0.3279,2.5282,7.5705,0.5891,0.0180,0.9160,0.0003
0.6151,0.3346,3.1885,6.2707,0.9900,0.0679,0.9174,0.0013
0.5776,0.3283,3.6859,6.9569,0.9934,0.0641,0.9100,0.0006
0.4921,0.3543,3.7059,4.8356,0.8868,0.1440,0.8759,0.0059
0.5619,0.3399,3.6917,9.9302,0.9845,0.1210,0.8808,0.0000
0.8111,0.3314,4.1552,6.7788,0.9095,0.2985,0.9189,0.0007
0.4107,0.3267,6.3145,8.1753,0.8772,0.0075,0.9138,0.0001
0.7313,0.3359,5.4887,7.8433,0.4794,0.0015,0.8701,0.0002
0.4053,0.3342,4.0371,7.8042,0.8019,0.0059,0.9202,0.0002
0.3689,0.3257,4.6136,9.0660,0.8154,0.0100,0.9036,0.0000
0.4087,0.3312,5.3221,7.5342,0.9633,0.0044,0.8852,0.0002
0.4825,0.3283,3.2459,5.8123,0.9618,0.0930,0.9121,0.0021
0.4582,0.3279,5.9731,7.6445,0.7794,0.0011,0.9080,0.0002
0.4587,0.3422,3.2152,4.9399,0.8200,0.0771,0.8474,0.0041
0.3618,0.3422,4.3139,6.0718,0.8875,0.0256,0.8871,0.0014
1.4019,0.3300,1.7742,5.5372,0.5283,0.3259,0.8843,0.0033
0.4149,0.3282,3.5452,7.0495,0.8494,0.0309,0.9086,0.0004
0.4415,0.3380,3.3351,8.3648,0.9288,0.0544,0.9378,0.0001
0.5277,0.3277,3.6862,9.1460,0.8872,0.0664,0.8830,0.0000
0.7194,0.3327,2.6301,6.4837,0.5203,0.0342,0.9178,0.0008
0.7046,0.3280,2.8072,8.0780,0.9373,0.2896,0.9062,0.0002
1.1855,0.3264,1.8579,8.7065,0.3052,0.0717,0.8915,0.0001
0.7287,0.3284,2.9063,6.3490,0.9945,0.1557,0.8823,0.0010
0.5283,0.3267,3.8816,6.9403,0.9736,0.1134,0.9113,0.0007
0.5346,0.3307,4.6856,5.5587,0.9865,0.0241,0.8832,0.0039
0.3979,0.3312,6.1495,8.7193,0.9717,0.0035,0.9201,0.0001
0.4635,0.3271,5.7651,8.1822,0.9821,0.0037,0.8902,0.0001
0.4018,0.3319,3.6445,10.7323,0.9027,0.0581,0.9310,0.0000
